SF2SA1DB,HHTYPC,STHHTYC,HHADULEC,NUMKHHEC,RAECURF,INCDECEP,INCDECE,ABSGID,ABSCID,ABSUID,ABSBID,ABSSID,ABSFID,ABSDID,ABSEID,ABSKID,ABSTID,INCSRCHA,INCSRCHB,INCSRCHC,INCSRCHD,INCSRCHE,HSRCCDE,WINDGHH,FDSECQ1,FDSECQ2,LEVEL1,HHC0T14,HH15OV,NUMPERHH,NOATSIHH,ATSI0T14,ATSI18OV,ATSI0T17,ATSI15OV,ABSHID,ABSLFID
2,1,5,1,0,1,5,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5,0,1,0,1,1,1,0,1,0,1,INP13B1002222,0
3,4,1,3,0,1,99,99,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,5,0,1,0,3,3,3,0,3,0,3,INP13B1002223,0
1,3,1,3,0,2,4,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,2,5,0,1,0,3,3,2,0,2,0,2,INP13B1002224,0
2,2,1,2,0,2,6,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,5,0,1,0,2,2,1,0,1,0,1,INP13B1002225,0
1,2,1,2,0,2,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,5,0,1,0,2,2,2,0,2,0,2,INP13B1002226,0
1,3,1,2,3,1,6,5,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,5,0,1,3,2,5,4,3,1,3,1,INP13B1002227,0
1,6,2,4,2,2,99,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,1,8,0,1,1,5,6,6,1,4,2,5,INP13B1002228,0
1,6,3,4,6,2,9,4,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,5,1,1,1,1,5,5,10,10,5,4,6,5,INP13B1002229,0
1,6,3,6,4,2,8,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,5,1,5,0,1,4,6,10,10,4,6,4,6,INP13B1002230,0
1,4,1,4,0,1,10,9,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,5,0,1,0,4,4,4,0,4,0,4,INP13B1002231,0
1,1,5,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,5,0,1,0,1,1,1,0,1,0,1,INP13B1002232,0
1,1,5,1,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,5,0,1,0,1,1,1,0,1,0,1,INP13B1002233,0
2,2,1,2,0,1,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,5,0,1,0,2,2,1,0,1,0,1,INP13B1002234,0
1,2,1,2,0,2,8,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,5,0,1,0,2,2,2,0,2,0,2,INP13B1002235,0
1,6,1,4,2,2,8,5,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,5,1,1,5,1,2,4,6,6,2,4,2,4,INP13B1002236,0
1,3,1,3,0,1,6,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,5,0,1,0,3,3,2,0,2,0,2,INP13B1002237,0
1,1,5,1,0,1,3,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,5,1,0,1,1,1,0,1,0,1,INP13B1002238,0
1,3,1,2,2,2,3,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,5,2,1,5,1,2,2,4,3,2,1,2,1,INP13B1002239,0
1,3,1,2,2,2,99,99,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,5,2,5,0,1,2,2,4,3,2,1,2,1,INP13B1002240,0
1,3,1,2,2,2,4,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,1,5,1,1,3,4,4,1,2,2,3,INP13B1002241,0
1,2,1,2,0,2,2,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,5,1,5,0,1,0,2,2,2,0,2,0,2,INP13B1002242,0
1,6,3,6,4,2,7,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,5,1,5,0,1,2,8,10,10,2,6,4,8,INP13B1002243,0
1,4,1,1,1,2,99,99,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,1,1,1,1,1,2,2,1,1,1,1,INP13B1002244,0
5,3,1,2,1,1,99,99,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,5,0,1,1,2,3,2,1,1,1,1,INP13B1002245,0
1,4,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,5,0,1,0,2,2,1,0,0,1,1,INP13B1002246,0
3,1,5,1,0,1,4,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5,0,1,0,1,1,1,0,1,0,1,INP13B1002247,0
3,6,1,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,5,1,0,2,2,2,0,2,0,2,INP13B1002248,0
1,6,2,4,3,2,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,5,0,1,2,5,7,7,2,4,3,5,INP13B1002249,0
3,5,6,3,0,2,4,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,2,5,0,1,0,3,3,1,0,1,0,1,INP13B1002250,0
1,2,1,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,1,5,1,0,2,2,2,0,2,0,2,INP13B1002251,0
1,3,1,2,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,2,1,5,1,2,4,6,2,1,1,1,1,INP13B1002252,0
1,1,5,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,5,1,0,1,1,1,0,1,0,1,INP13B1002253,0
1,3,1,2,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,5,0,1,0,3,3,2,0,1,1,2,INP13B1002254,0
4,3,1,2,1,1,6,5,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,2,5,0,1,0,3,3,1,0,1,0,1,INP13B1002255,0
1,1,5,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,5,0,1,0,1,1,1,0,1,0,1,INP13B1002256,0
1,3,1,3,2,1,8,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5,0,1,1,4,5,5,1,3,2,4,INP13B1002257,0
1,1,5,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,1,5,1,0,1,1,1,0,1,0,1,INP13B1002258,0
1,4,1,1,5,1,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,1,4,2,6,6,4,1,5,2,INP13B1002259,0
1,2,1,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,5,0,1,0,2,2,2,0,2,0,2,INP13B1002260,0
1,6,3,5,2,2,99,99,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,5,0,1,2,5,7,7,2,5,2,5,INP13B1002261,0
1,3,1,2,3,2,6,4,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,5,1,1,5,1,3,2,5,5,3,2,3,2,INP13B1002262,0
1,6,4,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,1,1,1,1,4,5,4,1,3,1,3,INP13B1002263,0
1,3,1,2,4,1,99,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,5,0,1,3,3,6,3,2,1,2,1,INP13B1002264,0
1,3,1,2,4,2,3,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,5,1,5,0,1,4,2,6,6,4,2,4,2,INP13B1002265,0
1,6,1,4,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,1,1,1,2,4,6,6,2,4,2,4,INP13B1002266,0
1,6,2,5,0,2,99,99,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,5,1,5,0,1,0,5,5,5,0,5,0,5,INP13B1002267,0
1,3,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,1,1,1,2,3,2,1,1,1,1,INP13B1002268,0
2,4,1,1,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,5,0,1,3,1,4,4,3,1,3,1,INP13B1002269,0
1,4,1,2,1,2,8,7,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,5,1,5,0,1,0,3,3,3,0,2,1,3,INP13B1002270,0
1,6,1,5,2,2,7,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,5,1,5,0,1,2,5,7,7,2,5,2,5,INP13B1002271,0
2,6,1,3,0,1,5,4,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,5,0,1,0,3,3,3,0,3,0,3,INP13B1002272,0
1,6,1,5,0,2,9,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,5,0,1,0,5,5,5,0,5,0,5,INP13B1002273,0
2,6,1,3,3,1,99,99,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,2,5,0,1,1,5,6,2,0,0,2,2,INP13B1002274,0
1,6,2,5,3,2,7,3,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,1,1,5,0,1,2,6,8,8,2,5,3,6,INP13B1002275,0
1,6,1,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,5,0,1,1,2,3,3,1,2,1,2,INP13B1002276,0
2,2,1,2,0,2,4,4,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,5,1,5,0,1,0,2,2,2,0,2,0,2,INP13B1002277,0
1,4,1,1,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,5,0,1,3,2,5,5,3,1,4,2,INP13B1002278,0
4,3,1,2,1,1,7,7,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,5,0,1,1,2,3,2,1,1,1,1,INP13B1002279,0
2,3,1,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,5,1,2,2,4,2,1,1,1,1,INP13B1002280,0
1,2,1,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,5,0,1,0,2,2,2,0,2,0,2,INP13B1002281,0
1,4,1,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,5,0,1,0,2,2,2,0,2,0,2,INP13B1002282,0
1,1,5,1,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,5,0,1,0,1,1,1,0,1,0,1,INP13B1002283,0
1,6,1,4,0,2,99,99,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,5,1,5,0,1,0,4,4,4,0,4,0,4,INP13B1002284,0
4,6,1,2,4,1,9,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,5,0,1,1,5,6,2,0,0,2,2,INP13B1002285,0
1,3,1,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,5,0,1,1,3,4,4,1,3,1,3,INP13B1002286,0
1,2,1,2,0,1,9,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,5,0,1,0,2,2,1,0,1,0,1,INP13B1002287,0
1,6,1,3,3,2,4,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,1,5,1,2,4,6,6,2,3,3,4,INP13B1002288,0
1,2,1,2,0,2,99,99,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,1,1,5,1,0,2,2,2,0,2,0,2,INP13B1002289,0
1,2,1,2,0,2,9,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,5,0,1,0,2,2,1,0,1,0,1,INP13B1002290,0
1,2,1,2,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,1,1,1,0,2,2,2,0,2,0,2,INP13B1002291,0
1,6,2,3,1,2,99,99,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,1,5,1,1,3,4,4,1,3,1,3,INP13B1002292,0
5,2,1,2,0,1,9,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,5,0,1,0,2,2,1,0,1,0,1,INP13B1002293,0
4,1,5,1,0,1,3,4,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,INP13B1002294,0
1,3,1,2,5,1,6,3,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,2,5,0,1,3,4,7,6,3,1,5,3,INP13B1002295,0
2,3,1,2,2,2,5,4,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,5,1,5,0,1,2,2,4,4,2,2,2,2,INP13B1002296,0
1,6,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,1,5,0,1,1,1,2,2,1,1,1,1,INP13B1002297,0
1,2,1,2,0,1,99,99,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,5,0,1,0,2,2,1,0,1,0,1,INP13B1002298,0
2,2,1,2,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,5,0,1,0,2,2,2,0,2,0,2,INP13B1002299,0
1,3,1,4,0,2,6,4,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,1,1,5,0,1,0,4,4,4,0,4,0,4,INP13B1002300,0
4,4,1,2,1,1,4,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,5,0,1,0,3,3,3,0,2,1,3,INP13B1002301,0
2,2,1,2,0,1,8,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,5,0,1,0,2,2,1,0,1,0,1,INP13B1002302,0
3,3,1,2,3,2,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,5,0,1,3,2,5,5,3,2,3,2,INP13B1002303,0
1,4,1,3,0,2,4,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,5,0,1,0,3,3,3,0,3,0,3,INP13B1002304,0
1,3,1,2,1,2,6,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,5,0,1,1,2,3,3,1,2,1,2,INP13B1002305,0
3,1,5,1,0,2,99,99,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,1,1,1,0,1,1,1,0,1,0,1,INP13B1002306,0
1,6,1,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,5,0,1,2,3,5,5,2,3,2,3,INP13B1002307,0
1,3,1,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,5,0,1,2,2,4,4,2,2,2,2,INP13B1002308,0
1,6,1,3,1,2,6,4,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,5,1,5,0,1,1,3,4,4,1,3,1,3,INP13B1002309,0
5,3,1,2,2,1,9,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,5,0,1,2,2,4,3,2,1,2,1,INP13B1002310,0
3,2,1,2,0,1,10,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,5,0,1,0,2,2,1,0,1,0,1,INP13B1002311,0
1,1,5,1,0,2,3,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,5,0,1,0,1,1,1,0,1,0,1,INP13B1002312,0
3,2,1,2,0,1,6,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,5,0,1,0,2,2,1,0,1,0,1,INP13B1002313,0
1,4,1,1,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,5,0,1,3,1,4,4,3,1,3,1,INP13B1002314,0
1,1,5,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,1,5,1,0,1,1,1,0,1,0,1,INP13B1002315,0
4,2,1,2,0,1,10,10,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,2,5,0,1,0,2,2,1,0,1,0,1,INP13B1002316,0
2,4,1,1,4,1,4,3,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,1,5,1,3,2,5,5,3,1,4,2,INP13B1002317,0
1,3,1,4,0,2,6,4,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,5,1,5,0,1,0,4,4,4,0,4,0,4,INP13B1002318,0
1,6,2,7,2,2,99,99,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,5,1,1,5,1,2,7,9,9,2,7,2,7,INP13B1002319,0
1,2,1,2,0,1,4,4,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,5,0,1,0,2,2,1,0,1,0,1,INP13B1002320,0
3,4,1,1,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,5,1,2,1,3,2,2,0,2,0,INP13B1002321,0
1,4,1,1,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,1,5,1,3,1,4,4,3,1,3,1,INP13B1002322,0
1,1,5,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,5,0,1,0,1,1,1,0,1,0,1,INP13B1002323,0
1,1,5,1,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,5,0,1,0,1,1,1,0,1,0,1,INP13B1002324,0
3,1,5,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5,0,1,0,1,1,1,0,1,0,1,INP13B1002325,0
1,1,5,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,5,0,1,0,1,1,1,0,1,0,1,INP13B1002326,0
1,6,2,3,4,2,5,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,5,1,1,5,1,3,4,7,7,3,3,4,4,INP13B1002327,0
1,3,1,2,3,1,7,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,5,0,1,3,2,5,4,3,1,3,1,INP13B1002328,0
1,2,1,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,1,1,1,0,2,2,1,0,1,0,1,INP13B1002329,0
4,3,1,2,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,5,1,4,2,6,6,4,2,4,2,INP13B1002330,0
5,2,1,2,0,2,7,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,5,0,1,0,2,2,1,0,1,0,1,INP13B1002331,0
5,4,1,2,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,1,1,1,0,2,2,2,0,2,0,2,INP13B1002332,0
2,1,5,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,5,0,1,0,1,1,1,0,1,0,1,INP13B1002333,0
3,3,1,2,2,2,9,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,5,0,1,2,2,4,3,2,1,2,1,INP13B1002334,0
1,2,1,2,0,1,4,5,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,5,0,1,0,2,2,2,0,2,0,2,INP13B1002335,0
1,3,1,2,1,2,5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,5,0,1,1,2,3,3,1,2,1,2,INP13B1002336,0
1,6,1,3,2,2,8,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,5,0,1,2,3,5,5,2,3,2,3,INP13B1002337,0
2,2,1,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,5,0,1,0,2,2,1,0,1,0,1,INP13B1002338,0
1,6,1,3,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,1,5,1,1,3,4,4,1,3,1,3,INP13B1002339,0
1,6,1,3,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,5,0,1,0,3,3,3,0,3,0,3,INP13B1002340,0
3,3,1,2,1,2,5,5,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,5,2,5,0,1,1,2,3,2,1,1,1,1,INP13B1002341,0
1,6,1,2,3,2,99,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,1,8,0,1,2,3,5,5,2,2,3,3,INP13B1002342,0
1,6,2,4,5,2,6,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,5,1,5,0,1,4,5,9,9,4,4,5,5,INP13B1002343,0
1,3,1,2,2,2,99,99,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,1,5,0,1,2,2,4,4,2,2,2,2,INP13B1002344,0
5,1,5,1,0,2,7,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,5,0,1,0,1,1,1,0,1,0,1,INP13B1002345,0
1,6,1,3,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,2,5,0,1,3,3,6,3,2,1,2,1,INP13B1002346,0
1,4,1,1,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,5,0,1,3,1,4,4,3,1,3,1,INP13B1002347,0
2,5,6,2,0,1,99,99,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,5,0,1,0,2,2,1,0,1,0,1,INP13B1002348,0
5,2,1,2,0,1,10,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,5,0,1,0,2,2,1,0,1,0,1,INP13B1002349,0
1,6,2,5,0,2,99,99,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,1,1,5,1,0,5,5,5,0,5,0,5,INP13B1002350,0
1,6,1,3,1,1,99,99,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,5,0,1,1,3,4,3,1,2,1,2,INP13B1002351,0
2,4,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,5,0,1,1,1,2,1,1,0,1,0,INP13B1002352,0
1,6,4,2,2,2,5,4,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,5,1,1,1,1,0,4,4,4,0,2,2,4,INP13B1002353,0
4,3,1,2,2,1,5,4,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,2,5,0,1,2,2,4,1,1,0,1,0,INP13B1002354,0
1,2,1,2,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,5,0,1,0,2,2,1,0,1,0,1,INP13B1002355,0
1,1,5,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,5,0,1,0,1,1,1,0,1,0,1,INP13B1002356,0
1,3,1,2,2,1,7,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,5,0,1,2,2,4,3,2,1,2,1,INP13B1002357,0
1,3,1,2,2,1,6,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,5,0,1,2,2,4,3,2,1,2,1,INP13B1002358,0
2,1,5,1,0,1,2,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,5,0,1,0,1,1,1,0,1,0,1,INP13B1002359,0
1,3,1,2,1,1,8,8,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,5,0,1,1,2,3,2,1,1,1,1,INP13B1002360,0
3,6,1,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,2,5,0,1,1,2,3,1,1,0,1,0,INP13B1002361,0
1,3,1,2,2,2,3,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,5,1,1,1,1,2,2,4,4,2,2,2,2,INP13B1002362,0
1,5,6,2,0,2,99,99,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,5,0,1,0,2,2,1,0,1,0,1,INP13B1002363,0
1,4,1,4,0,2,7,5,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,1,1,5,0,1,0,4,4,4,0,4,0,4,INP13B1002364,0
1,2,1,2,0,1,99,99,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,5,0,1,0,2,2,1,0,1,0,1,INP13B1002365,0
2,5,6,3,0,2,10,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,5,0,1,0,3,3,1,0,1,0,1,INP13B1002366,0
1,4,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,1,5,1,0,3,3,3,0,1,2,3,INP13B1002367,0
1,4,1,1,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,5,0,1,3,1,4,3,3,0,3,0,INP13B1002368,0
1,6,2,7,3,2,6,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,5,1,5,0,1,3,7,10,10,3,7,3,7,INP13B1002369,0
2,3,1,2,1,2,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,5,0,1,1,2,3,2,1,1,1,1,INP13B1002370,0
1,1,5,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,5,0,1,0,1,1,1,0,1,0,1,INP13B1002371,0
1,6,2,3,3,2,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,5,0,1,2,4,6,6,2,3,3,4,INP13B1002372,0
2,5,6,3,0,1,99,99,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,2,1,5,1,0,3,3,1,0,1,0,1,INP13B1002373,0
1,5,6,2,0,1,99,99,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,5,0,1,0,2,2,1,0,1,0,1,INP13B1002374,0
2,1,5,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,INP13B1002375,0
1,1,5,1,0,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,1,5,1,0,1,1,1,0,1,0,1,INP13B1002376,0
1,1,5,1,0,1,3,4,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,INP13B1002377,0
3,3,1,2,1,2,7,7,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,5,2,1,1,1,1,2,3,2,1,1,1,1,INP13B1002378,0
1,1,5,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,5,1,0,1,1,1,0,1,0,1,INP13B1002379,0
2,3,1,2,1,2,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,5,0,1,1,2,3,2,1,1,1,1,INP13B1002380,0
1,4,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,5,0,1,1,1,2,2,1,1,1,1,INP13B1002381,0
2,2,1,2,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,2,5,0,1,0,2,2,1,0,1,0,1,INP13B1002382,0
2,6,1,3,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,1,5,1,1,4,5,5,1,3,2,4,INP13B1002383,0
2,6,2,4,0,1,99,99,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,5,0,1,0,4,4,3,0,3,0,3,INP13B1002384,0
1,6,1,4,6,2,5,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,1,1,1,6,4,10,10,6,4,6,4,INP13B1002385,0
2,1,5,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,5,0,1,0,1,1,1,0,1,0,1,INP13B1002386,0
1,3,1,2,3,2,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,5,0,1,2,3,5,5,2,2,3,3,INP13B1002387,0
3,6,1,3,1,1,5,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,1,1,1,1,3,4,1,0,1,0,1,INP13B1002388,0
